Gender,Honesty,Status,ComplexThink,CogProcess,PsychDistance
Man,-8.47091582067868,8.83626251639557,4.71248519704577,.529520037213082,-5.66356277249001
Man,5.45800366967796,.709591286600723,4.48368278718841,-2.27209279432021,6.82729262943389
Woman,-2.44378418738269,.198182906446761,7.5869265579717,-.497612203544646,.241188493328037
Man,3.99708727891742,4.44094991179667,-1.6747960224062,-.445023769350536,6.55741810685628
Man,-10.9888335479039,3.76744658176602,-1.63620789523244,-1.69067368176837,.0656985129217542
Woman,7.61577885355098,-.556750918840273,-.0353698089462978,-.0225277121712588,-1.49574702858862
Man,-2.32170267585533,-.807470420569663,.1790786844672,1.00283605565557,3.78721427245131
Woman,7.45454340287637,-.376793072332149,6.07258116403105,-.102896688322883,.791834698552629
Man,2.3039479044657,-3.55742509713891,.819739422127744,1.37212290315232,-5.42669057356017
Woman,-.719652018273546,-4.26767183443268,-.756353896221643,-.586580194069237,-3.80619375159047
Man,1.34124193356436,1.75731619675002,1.14739378215316,.454201063155321,-5.42255379763867
Man,.0248323145617608,2.50256086872556,-6.01432739925489,-2.30231001423159,1.68680183361624
Woman,.605538568260624,-.805918051874855,-.659433666514399,2.01065252450329,2.28111790353254
Woman,-2.22462983159245,-3.21628296347812,.487400780705315,-.351716383615722,-2.03567915667787
Man,3.85096807352662,-.313778580364212,-.966633099362236,-1.86638901630617,5.76053944579268
Man,-7.26008185915096,2.18528454571991,-5.17964081047271,-2.76951112578953,.813277458019851
Woman,3.32465811500689,-2.89873008714397,.739426326831912,.218495418097033,-4.91716796017657
Woman,2.40348493472107,-3.3204926313898,-1.60508471124693,.265503911638873,-3.71113422418194
Woman,-1.72009952642186,-2.2991139483901,1.44268054620334,-.777847262330231,-4.96146651915813
Woman,-.156955869770645,.904050314336338,3.22213371065749,2.14795837987222,-3.7569868402047
Man,-4.79631770380075,4.20879854364916,1.38721945398807,-.553927301738768,-2.42444348679869
Woman,1.70450383226316,2.05709966917342,-2.90338277138381,.563812185822869,2.04890604524866
Man,.639424916911081,-.492738388186264,-2.34433346716721,.134094920642453,5.66739227784662
Woman,1.99353087688975,.966456388981563,-5.22098326590827,-1.37047670232549,4.54419124757476
Woman,1.76325033424918,-.270368531088976,4.05401246454685,-.661765929336314,-3.60540541047256
Man,-5.14644561966966,1.47731043912679,-7.07701417076491,-1.53737397444352,1.11418803385445
Man,6.85932101191999,-1.28687253539662,3.1022378447424,1.56883968987923,4.30230546563616
Woman,-3.8487436915617,2.20842642431403,-4.2365642540822,-1.49213998704123,-4.16576735589381
Woman,.461714914929156,3.9623087525504,.850887876416186,-.324203324774347,-.00179887131478806
Man,-3.64904003329635,.884451988402265,-4.97606938555058,-1.54287011690921,4.32300390900472
Man,1.21782291363508,-3.7419773989554,-.89438743061437,.474492913995558,-2.6761110133397
Woman,-4.65424913348617,4.19986057289924,-.432321052288976,-.517596180477614,-2.8787610393109
Man,-3.2432733565839,1.17703284076726,3.81374762988958,-.251231197275222,-1.14989747580558
Man,2.63518561368644,-.143069848545428,-.356453043726607,1.18466629707792,4.91580640320091
Woman,-5.49655045682392,1.8052690607231,-3.90605399439137,-2.81514583509864,-1.61205948945199
Woman,6.59814276287196,-.274631122403138,4.1559397847681,1.34447861658982,3.20877969982456
Woman,-1.66311757726508,.760196615824003,2.43232987020452,1.86311744829505,-1.24212909351377
